MOBILE_PHONE_NO,ACTV_REASON_CODE,ACTV_REASON_DESCRIPTION,ADJ_CREATION_DATE,ACTV_AMT
1234585622,OGWRDI,Overage Bill Shock Intl Roam Data,07/07/2014,$395.60
1234581540,OGWDD,Overage Bill Shock Data Device,06/02/2014,$338.07
1234586373,OGWTI,Overage Bill Shock Intl Roam Text,25/02/2014,$87.10
1234581541,OGWRVI,Overage Bill Shock Intl Roam Voice,03/03/2014,$143.50
1234586374,OGWDD,Overage Bill Shock Data Device,20/03/2014,$82.45
1234585558,OGWVLD,Overage Bill Shock Vocie LD,26/03/2014,$400.84
1234576002,OGWRV,Overage Bill Shock US Roam Voice,28/01/2014,$75.50
1234575648,OGWTUS,Overage Bill Shock US Roam Text,02/05/2014,$19.20
1234575648,OGWRD,Overage Bill Shock US Roam Data,05/05/2014,$161.20
1234575648,OGWRV,Overage Bill Shock US Roam Voice,05/05/2014,$194.50
1234591213,OGWRV,Overage Bill Shock US Roam Voice,05/05/2014,$236.25
1234585559,OGWDD,Overage Bill Shock Data Device,03/02/2014,$50.00
1234574764,OGWDD,Overage Bill Shock Data Device,11/02/2014,$50.16
1234574765,OGWRDI,Overage Bill Shock Intl Roam Data,25/03/2014,$212.51
1234585560,OGWRDI,Overage Bill Shock Intl Roam Data,19/06/2014,$232.28
1234585560,OGWRDI,Overage Bill Shock Intl Roam Data,20/05/2014,$166.45
1234575649,OGWRVI,Overage Bill Shock Intl Roam Voice,13/03/2014,$65.00
1234580746,OGWRD,Overage Bill Shock US Roam Data,19/02/2014,$19.22
1234580746,OGWRD,Overage Bill Shock US Roam Data,06/01/2014,$13.96
1234589056,OGWTUS,Overage Bill Shock US Roam Text,19/02/2014,$5.40
1234583068,OGWRD,Overage Bill Shock US Roam Data,21/07/2014,$37.49
1234574766,OGWRV,Overage Bill Shock US Roam Voice,18/04/2014,$134.25
1234580747,OGWT,Overage Bill Shock Text,19/02/2014,$84.50
1234580748,OGWT,Overage Bill Shock Text,28/03/2014,$35.40
1234581542,OGWRV,Overage Bill Shock US Roam Voice,28/01/2014,$299.65
1234585623,OGWRD,Overage Bill Shock US Roam Data,30/05/2014,$100.00
1234590158,OGWRD,Overage Bill Shock US Roam Data,30/05/2014,$62.05
1234590158,OGWRD,Overage Bill Shock US Roam Data,30/05/2014,$50.00
1234574767,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$79.75
1234574767,OGWRD,Overage Bill Shock US Roam Data,29/04/2014,$2.02
1234574767,OGWTUS,Overage Bill Shock US Roam Text,29/04/2014,$11.60
1234586390,OGWDD,Overage Bill Shock Data Device,24/07/2014,$25.00
1234586390,OGWDHS,Overage Bill Shock Data MHSI,23/06/2014,$22.86
1234575726,OGWT,Overage Bill Shock Text,12/03/2014,$13.80
1234576004,OGWDD,Overage Bill Shock Data Device,08/07/2014,$147.59
1234576005,OGWDD,Overage Bill Shock Data Device,12/03/2014,$0.02
1234576007,OGWRV,Overage Bill Shock US Roam Voice,25/03/2014,$101.25
1234576007,OGWRD,Overage Bill Shock US Roam Data,25/03/2014,$50.00
1234575727,OGWRD,Overage Bill Shock US Roam Data,05/03/2014,$90.00
1234583069,OGWT,Overage Bill Shock Text,06/03/2014,$22.50
1234574768,OGWRDI,Overage Bill Shock Intl Roam Data,20/02/2014,$50.00
1234576008,OGWRV,Overage Bill Shock US Roam Voice,06/05/2014,$160.50
1234580751,OGWT,Overage Bill Shock Text,03/06/2014,$24.40
1234576009,OGWTI,Overage Bill Shock Intl Roam Text,24/04/2014,$31.80
1234589057,OGWRV,Overage Bill Shock US Roam Voice,25/04/2014,$283.56
1234586391,OGWRD,Overage Bill Shock US Roam Data,24/02/2014,$136.50
1234575728,OGWRD,Overage Bill Shock US Roam Data,07/07/2014,$100.60
1234575729,OGWRD,Overage Bill Shock US Roam Data,10/01/2014,$124.45
1234575731,OGWVA,Overage Bill Shock Voice Airtime,11/04/2014,$232.59
1234575731,OGWDD,Overage Bill Shock Data Device,01/04/2014,$7.86
1234580754,OGWRD,Overage Bill Shock US Roam Data,16/01/2014,$599.13
1234580755,OGWVA,Overage Bill Shock Voice Airtime,23/01/2014,$269.00
1234580755,OGWVA,Overage Bill Shock Voice Airtime,22/01/2014,$410.78
1234580756,OGWDD,Overage Bill Shock Data Device,19/06/2014,$178.79
1234574769,OGWRVI,Overage Bill Shock Intl Roam Voice,07/01/2014,$12.50
1234580757,OGWRV,Overage Bill Shock US Roam Voice,21/01/2014,$46.45
1234575732,OGWRV,Overage Bill Shock US Roam Voice,21/04/2014,$47.50
1234575732,OGWRD,Overage Bill Shock US Roam Data,21/04/2014,$69.67
1234575733,OGWVLD,Overage Bill Shock Vocie LD,07/07/2014,$19.00
1234575733,OGWT,Overage Bill Shock Text,07/07/2014,$3.00
1234581574,OGWVA,Overage Bill Shock Voice Airtime,09/06/2014,$317.00
1234586392,OGWVA,Overage Bill Shock Voice Airtime,03/01/2014,$19.63
1234580759,OGWT,Overage Bill Shock Text,30/05/2014,$90.00
1234580759,OGWT,Overage Bill Shock Text,30/05/2014,$24.00
1234580759,OGWT,Overage Bill Shock Text,07/01/2014,$13.80
1234585562,OGWTUS,Overage Bill Shock US Roam Text,21/01/2014,$67.80
1234585562,OGWRD,Overage Bill Shock US Roam Data,21/01/2014,$100.00
1234585562,OGWRV,Overage Bill Shock US Roam Voice,21/01/2014,$46.50
1234576011,OGWRD,Overage Bill Shock US Roam Data,28/03/2014,$30.00
1234576012,OGWDD,Overage Bill Shock Data Device,28/04/2014,$11.14
1234583070,OGWVA,Overage Bill Shock Voice Airtime,19/05/2014,$20.50
1234575735,OGWRD,Overage Bill Shock US Roam Data,23/04/2014,$10.00
1234585563,OGWRVI,Overage Bill Shock Intl Roam Voice,23/01/2014,$182.00
1234585564,OGWRV,Overage Bill Shock US Roam Voice,13/01/2014,$5.00
1234588067,OGWRD,Overage Bill Shock US Roam Data,08/07/2014,$29.90
1234575736,OGWDD,Overage Bill Shock Data Device,31/01/2014,$59.12
1234591546,OGWDD,Overage Bill Shock Data Device,30/04/2014,$2.18
1234589058,OGWRD,Overage Bill Shock US Roam Data,08/05/2014,$104.04
1234580760,OGWDD,Overage Bill Shock Data Device,20/02/2014,$113.68
1234580760,OGWDD,Overage Bill Shock Data Device,20/02/2014,$78.00
1234580760,OGWDD,Overage Bill Shock Data Device,12/06/2014,$62.02
1234576013,OGWRV,Overage Bill Shock US Roam Voice,11/07/2014,$332.00
1234576013,OGWVA,Overage Bill Shock Voice Airtime,10/02/2014,$20.25
1234576013,OGWRV,Overage Bill Shock US Roam Voice,10/02/2014,$97.14
1234576013,OGWRV,Overage Bill Shock US Roam Voice,03/07/2014,"$1,043.40"
1234591723,OGWRV,Overage Bill Shock US Roam Voice,20/05/2014,$25.00
1234575737,OGWRV,Overage Bill Shock US Roam Voice,20/05/2014,$122.36
1234585565,OGWDD,Overage Bill Shock Data Device,24/03/2014,$50.00
1234575739,OGWVA,Overage Bill Shock Voice Airtime,09/07/2014,$232.50
1234575739,OGWVA,Overage Bill Shock Voice Airtime,09/06/2014,$250.00
1234575740,OGWVA,Overage Bill Shock Voice Airtime,21/02/2014,$12.95
1234575740,OGWVLD,Overage Bill Shock Vocie LD,21/02/2014,$14.80
1234575740,OGWVA,Overage Bill Shock Voice Airtime,06/03/2014,$36.75
1234591529,OGWDD,Overage Bill Shock Data Device,04/03/2014,$45.00
1234591465,OGWVA,Overage Bill Shock Voice Airtime,27/02/2014,$22.75
1234585566,OGWRV,Overage Bill Shock US Roam Voice,03/02/2014,$6.00
1234580764,OGWDD,Overage Bill Shock Data Device,17/03/2014,$541.55
1234580764,OGWDD,Overage Bill Shock Data Device,10/03/2014,$88.07
1234583071,OGWRDI,Overage Bill Shock Intl Roam Data,09/04/2014,"$1,972.82"
1234583072,OGWDD,Overage Bill Shock Data Device,12/03/2014,$323.03
1234575741,OGWDHS,Overage Bill Shock Data MHSI,14/06/2014,$50.00
1234588068,OGWRD,Overage Bill Shock US Roam Data,28/02/2014,$53.49
1234591724,OGWDD,Overage Bill Shock Data Device,26/06/2014,$25.00
1234585567,OGWDD,Overage Bill Shock Data Device,28/03/2014,$50.00
1234574771,OGWRDI,Overage Bill Shock Intl Roam Data,13/02/2014,$131.88
1234574771,OGWTI,Overage Bill Shock Intl Roam Text,13/02/2014,$5.00
1234574771,OGWRDI,Overage Bill Shock Intl Roam Data,13/02/2014,$131.88
1234588069,OGWTUS,Overage Bill Shock US Roam Text,13/02/2014,$81.70
1234588117,OGWRDI,Overage Bill Shock Intl Roam Data,13/02/2014,$77.92
1234588117,OGWRDI,Overage Bill Shock Intl Roam Data,13/02/2014,$77.92
1234575743,OGWDD,Overage Bill Shock Data Device,21/02/2014,$15.88
1234574773,OGWRV,Overage Bill Shock US Roam Voice,31/03/2014,$759.39
1234589060,OGWDD,Overage Bill Shock Data Device,10/05/2014,$16.00
1234576015,OGWRD,Overage Bill Shock US Roam Data,19/06/2014,$21.93
1234576015,OGWT,Overage Bill Shock Text,19/06/2014,$20.00
1234589061,OGWRV,Overage Bill Shock US Roam Voice,04/02/2014,$145.60
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$2,831.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234589061,OGWRDI,Overage Bill Shock Intl Roam Data,04/04/2014,"$4,999.00"
1234585624,OGWDD,Overage Bill Shock Data Device,04/04/2014,$55.91
1234585624,OGWDD,Overage Bill Shock Data Device,07/02/2014,$82.24
1234575746,OGWRVI,Overage Bill Shock Intl Roam Voice,27/03/2014,$270.00
1234581575,OGWVLD,Overage Bill Shock Vocie LD,05/05/2014,$28.80
1234581575,OGWVLD,Overage Bill Shock Vocie LD,05/05/2014,$66.75
1234575747,OGWDD,Overage Bill Shock Data Device,08/04/2014,$53.62
1234575748,OGWVA,Overage Bill Shock Voice Airtime,13/06/2014,$576.50
1234588070,OGWRD,Overage Bill Shock US Roam Data,16/05/2014,$198.54
1234575750,OGWDHS,Overage Bill Shock Data MHSI,27/06/2014,$50.00
1234575750,OGWDD,Overage Bill Shock Data Device,04/06/2014,$50.00
1234586393,OGWDD,Overage Bill Shock Data Device,23/06/2014,$624.50
1234585568,OGWRV,Overage Bill Shock US Roam Voice,20/01/2014,$2.50
1234585568,OGWT,Overage Bill Shock Text,20/01/2014,$37.40
1234585568,OGWDD,Overage Bill Shock Data Device,20/01/2014,$9.62
1234583075,OGWDD,Overage Bill Shock Data Device,13/02/2014,$188.23
1234583076,OGWRV,Overage Bill Shock US Roam Voice,04/01/2014,$60.36
1234591000,OGWDD,Overage Bill Shock Data Device,21/06/2014,$13.31
1234574775,OGWRD,Overage Bill Shock US Roam Data,23/02/2014,$23.21
1234575751,OGWDD,Overage Bill Shock Data Device,12/05/2014,$495.51
1234581577,OGWRD,Overage Bill Shock US Roam Data,12/05/2014,$608.40
1234585570,OGWDHS,Overage Bill Shock Data MHSI,10/04/2014,$560.37
1234585571,OGWRV,Overage Bill Shock US Roam Voice,05/06/2014,$28.25
1234586394,OGWRV,Overage Bill Shock US Roam Voice,03/02/2014,$17.38
1234585572,OGWDD,Overage Bill Shock Data Device,20/02/2014,$250.00
1234585572,OGWDD,Overage Bill Shock Data Device,28/03/2014,$153.58
1234576017,OGWRD,Overage Bill Shock US Roam Data,20/03/2014,$75.00
1234589147,OGWDD,Overage Bill Shock Data Device,24/06/2014,$189.63
1234581578,OGWRDI,Overage Bill Shock Intl Roam Data,21/07/2014,$22.94
1234580767,OGWDD,Overage Bill Shock Data Device,05/02/2014,$25.00
1234581579,OGWRDI,Overage Bill Shock Intl Roam Data,15/05/2014,$73.83
1234575752,OGWRD,Overage Bill Shock US Roam Data,31/01/2014,$50.00
1234580768,OGWVLD,Overage Bill Shock Vocie LD,30/07/2014,$12.12
1234575753,OGWDD,Overage Bill Shock Data Device,14/01/2014,$50.00
1234575753,OGWRD,Overage Bill Shock US Roam Data,12/05/2014,$60.91
1234583078,OGWRV,Overage Bill Shock US Roam Voice,06/05/2014,$197.75
1234586395,OGWDD,Overage Bill Shock Data Device,27/05/2014,$50.00
1234574778,OGWRD,Overage Bill Shock US Roam Data,01/02/2014,$140.00
1234583079,OGWRD,Overage Bill Shock US Roam Data,03/06/2014,$235.00
1234585573,OGWDD,Overage Bill Shock Data Device,21/07/2014,$153.53
1234585573,OGWDD,Overage Bill Shock Data Device,03/07/2014,$153.53
1234586397,OGWDD,Overage Bill Shock Data Device,19/02/2014,$50.00
1234578902,OGWDD,Overage Bill Shock Data Device,04/02/2014,$25.52
1234583080,OGWRD,Overage Bill Shock US Roam Data,16/04/2014,$21.06
1234583081,OGWRD,Overage Bill Shock US Roam Data,30/01/2014,$116.95
1234583081,OGWRD,Overage Bill Shock US Roam Data,06/01/2014,$151.45
1234583081,OGWRDI,Overage Bill Shock Intl Roam Data,04/07/2014,$557.23
1234586398,OGWDD,Overage Bill Shock Data Device,11/06/2014,$177.71
1234585574,OGWRDI,Overage Bill Shock Intl Roam Data,04/07/2014,$96.58
1234580769,OGWVA,Overage Bill Shock Voice Airtime,17/02/2014,$447.75
1234580770,OGWRV,Overage Bill Shock US Roam Voice,22/01/2014,$57.80
1234574779,OGWRDI,Overage Bill Shock Intl Roam Data,13/02/2014,$317.63
1234574779,OGWRDI,Overage Bill Shock Intl Roam Data,14/01/2014,"$2,097.41"
1234574779,OGWRD,Overage Bill Shock US Roam Data,28/07/2014,$28.88
1234574780,OGWRV,Overage Bill Shock US Roam Voice,15/07/2014,$114.00
1234574780,OGWTUS,Overage Bill Shock US Roam Text,15/07/2014,$15.00
1234574780,OGWTUS,Overage Bill Shock US Roam Text,15/07/2014,$9.60
1234574780,OGWRD,Overage Bill Shock US Roam Data,16/07/2014,$173.12
1234574780,OGWRD,Overage Bill Shock US Roam Data,16/07/2014,"$2,108.85"
1234590602,OGWDD,Overage Bill Shock Data Device,07/05/2014,$50.00
1234583082,OGWVA,Overage Bill Shock Voice Airtime,28/02/2014,$131.75
1234583082,OGWRV,Overage Bill Shock US Roam Voice,28/02/2014,$121.25
1234583082,OGWRV,Overage Bill Shock US Roam Voice,28/02/2014,$82.00
1234583082,OGWTUS,Overage Bill Shock US Roam Text,28/02/2014,$106.20
1234589148,OGWRDI,Overage Bill Shock Intl Roam Data,18/06/2014,$3.00
1234589148,OGWRD,Overage Bill Shock US Roam Data,18/06/2014,$180.70
1234580772,OGWRV,Overage Bill Shock US Roam Voice,14/05/2014,$10.25
1234585575,OGWDD,Overage Bill Shock Data Device,17/04/2014,$14.00
1234585663,OGWDD,Overage Bill Shock Data Device,13/01/2014,$50.00
1234591255,OGWDD,Overage Bill Shock Data Device,10/06/2014,$25.00
1234581580,OGWT,Overage Bill Shock Text,12/05/2014,$121.15
1234574857,OGWRD,Overage Bill Shock US Roam Data,02/01/2014,$742.28
1234576019,OGWRDI,Overage Bill Shock Intl Roam Data,02/03/2014,$355.00
1234576020,OGWDD,Overage Bill Shock Data Device,28/07/2014,$26.85
1234590603,OGWDD,Overage Bill Shock Data Device,10/06/2014,$67.89
1234574859,OGWDD,Overage Bill Shock Data Device,25/06/2014,$12.90
1234580773,OGWDD,Overage Bill Shock Data Device,13/01/2014,$73.97
1234574860,OGWVLD,Overage Bill Shock Vocie LD,12/02/2014,$3.50
1234574860,OGWDD,Overage Bill Shock Data Device,12/02/2014,$0.32
1234580775,OGWDD,Overage Bill Shock Data Device,11/06/2014,$225.00
1234580775,OGWRDI,Overage Bill Shock Intl Roam Data,10/03/2014,$75.00
1234583195,OGWTI,Overage Bill Shock Intl Roam Text,24/04/2014,$22.20
1234585576,OGWDD,Overage Bill Shock Data Device,02/01/2014,$365.78
1234585577,OGWVA,Overage Bill Shock Voice Airtime,24/05/2014,$84.00
1234580776,OGWRD,Overage Bill Shock US Roam Data,25/04/2014,$4.50
1234580777,OGWRDI,Overage Bill Shock Intl Roam Data,27/03/2014,$27.85
1234590925,OGWDD,Overage Bill Shock Data Device,17/06/2014,$89.00
1234580778,OGWDD,Overage Bill Shock Data Device,25/03/2014,$210.25
1234585578,OGWVLD,Overage Bill Shock Vocie LD,17/04/2014,$58.89
1234581582,OGWTUS,Overage Bill Shock US Roam Text,18/02/2014,$30.85
1234581582,OGWRD,Overage Bill Shock US Roam Data,02/04/2014,$49.19
1234586399,OGWRD,Overage Bill Shock US Roam Data,21/03/2014,$88.69
1234574861,OGWDD,Overage Bill Shock Data Device,07/02/2014,$8.10
1234574863,OGWRD,Overage Bill Shock US Roam Data,28/05/2014,$103.63
1234583199,OGWVLD,Overage Bill Shock Vocie LD,15/03/2014,$40.50
1234583200,OGWDD,Overage Bill Shock Data Device,27/01/2014,$25.21
1234585580,OGWDD,Overage Bill Shock Data Device,17/01/2014,$50.00
1234575754,OGWDD,Overage Bill Shock Data Device,10/01/2014,$277.38
1234575754,OGWDD,Overage Bill Shock Data Device,10/01/2014,$153.56
1234575754,OGWDD,Overage Bill Shock Data Device,09/01/2014,$116.65
1234575755,OGWRDI,Overage Bill Shock Intl Roam Data,21/01/2014,$145.00
1234574865,OGWTUS,Overage Bill Shock US Roam Text,16/06/2014,$17.40
1234588481,OGWTI,Overage Bill Shock Intl Roam Text,19/03/2014,$19.50
1234589149,OGWDHS,Overage Bill Shock Data MHSI,11/04/2014,$134.52
1234583201,OGWDD,Overage Bill Shock Data Device,17/02/2014,$40.49
1234583202,OGWRD,Overage Bill Shock US Roam Data,10/03/2014,$332.71
1234589150,OGWVA,Overage Bill Shock Voice Airtime,13/05/2014,$98.38
1234585581,OGWVA,Overage Bill Shock Voice Airtime,03/02/2014,$201.00
1234585664,OGWDD,Overage Bill Shock Data Device,21/04/2014,$9.42
1234586400,OGWDD,Overage Bill Shock Data Device,21/04/2014,$66.38
1234586400,OGWDD,Overage Bill Shock Data Device,25/04/2014,$168.94
1234588152,OGWRV,Overage Bill Shock US Roam Voice,03/01/2014,"$4,223.81"
1234591001,OGWDHS,Overage Bill Shock Data MHSI,26/05/2014,$250.20
1234574866,OGWTUS,Overage Bill Shock US Roam Text,24/03/2014,$43.80
1234574866,OGWRV,Overage Bill Shock US Roam Voice,24/03/2014,$50.00
1234586401,OGWDHS,Overage Bill Shock Data MHSI,24/03/2014,$95.40
1234586401,OGWDHS,Overage Bill Shock Data MHSI,24/03/2014,$100.00
1234586401,OGWRD,Overage Bill Shock US Roam Data,28/01/2014,$49.52
1234586401,OGWRD,Overage Bill Shock US Roam Data,28/01/2014,$49.00
1234575756,OGWDD,Overage Bill Shock Data Device,05/05/2014,$19.30
1234588482,OGWDD,Overage Bill Shock Data Device,04/03/2014,$0.01
1234588482,OGWVLD,Overage Bill Shock Vocie LD,04/04/2014,$12.59
1234576024,OGWT,Overage Bill Shock Text,16/06/2014,$44.80
1234585666,OGWDD,Overage Bill Shock Data Device,16/06/2014,$50.00
1234586429,OGWVLD,Overage Bill Shock Vocie LD,30/04/2014,$69.45
1234586429,OGWVLD,Overage Bill Shock Vocie LD,31/03/2014,$355.20
1234580781,OGWVLD,Overage Bill Shock Vocie LD,07/04/2014,$59.02
1234580781,OGWDD,Overage Bill Shock Data Device,07/04/2014,$17.63
1234580781,OGWT,Overage Bill Shock Text,07/04/2014,$27.30
1234580781,OGWVLD,Overage Bill Shock Vocie LD,07/04/2014,$247.50
1234586431,OGWDD,Overage Bill Shock Data Device,02/04/2014,$50.00
1234575759,OGWDD,Overage Bill Shock Data Device,16/05/2014,$43.49
1234574867,OGWDHS,Overage Bill Shock Data MHSI,07/02/2014,$45.00
1234575760,OGWRDI,Overage Bill Shock Intl Roam Data,04/02/2014,$158.80
1234585582,OGWTI,Overage Bill Shock Intl Roam Text,26/01/2014,$53.80
1234585582,OGWTI,Overage Bill Shock Intl Roam Text,26/01/2014,$22.00
1234586432,OGWRV,Overage Bill Shock US Roam Voice,07/01/2014,$27.00
1234591660,OGWTUS,Overage Bill Shock US Roam Text,25/06/2014,$349.00
1234589151,OGWT,Overage Bill Shock Text,18/04/2014,$11.60
1234583203,OGWRVI,Overage Bill Shock Intl Roam Voice,06/05/2014,$79.25
1234583203,OGWTI,Overage Bill Shock Intl Roam Text,06/05/2014,$24.90
1234591002,OGWDD,Overage Bill Shock Data Device,16/05/2014,$65.00
1234576026,OGWVLD,Overage Bill Shock Vocie LD,21/07/2014,$36.20
1234580893,OGWVLD,Overage Bill Shock Vocie LD,21/07/2014,$16.40
1234576028,OGWDD,Overage Bill Shock Data Device,18/02/2014,$50.00
1234576028,OGWDD,Overage Bill Shock Data Device,18/02/2014,$50.00
1234576028,OGWVLD,Overage Bill Shock Vocie LD,10/02/2014,$76.59
1234580894,OGWT,Overage Bill Shock Text,09/04/2014,$25.00
1234589152,OGWRVI,Overage Bill Shock Intl Roam Voice,03/02/2014,$450.00
1234589152,OGWTI,Overage Bill Shock Intl Roam Text,28/01/2014,$99.00
1234589152,OGWRDI,Overage Bill Shock Intl Roam Data,28/01/2014,$100.00
1234580895,OGWDD,Overage Bill Shock Data Device,02/06/2014,$65.12
1234580895,OGWRD,Overage Bill Shock US Roam Data,25/04/2014,$763.26
1234585583,OGWRVI,Overage Bill Shock Intl Roam Voice,07/03/2014,$37.50
1234585584,OGWRVI,Overage Bill Shock Intl Roam Voice,20/05/2014,$6.00
1234585667,OGWDD,Overage Bill Shock Data Device,03/01/2014,"$1,023.00"
1234586433,OGWRD,Overage Bill Shock US Roam Data,13/03/2014,$0.96
1234574868,OGWRV,Overage Bill Shock US Roam Voice,15/07/2014,$91.04
1234586434,OGWDD,Overage Bill Shock Data Device,16/02/2014,$50.00
1234591582,OGWRDI,Overage Bill Shock Intl Roam Data,15/07/2014,$44.00
1234591661,OGWDD,Overage Bill Shock Data Device,23/04/2014,$20.00
1234581584,OGWRD,Overage Bill Shock US Roam Data,30/03/2014,$100.00
1234585669,OGWVLD,Overage Bill Shock Vocie LD,18/06/2014,$240.63
1234575762,OGWTUS,Overage Bill Shock US Roam Text,31/03/2014,$125.00
1234585585,OGWRD,Overage Bill Shock US Roam Data,10/02/2014,"$4,355.48"
1234586436,OGWVA,Overage Bill Shock Voice Airtime,31/03/2014,$381.00
1234589153,OGWDD,Overage Bill Shock Data Device,26/06/2014,$35.00
1234580896,OGWRD,Overage Bill Shock US Roam Data,10/03/2014,$50.00
1234583205,OGWRD,Overage Bill Shock US Roam Data,10/07/2014,$864.48
1234575763,OGWRDI,Overage Bill Shock Intl Roam Data,10/04/2014,$84.08
1234575763,OGWRVI,Overage Bill Shock Intl Roam Voice,10/04/2014,$145.00
1234589154,OGWRDI,Overage Bill Shock Intl Roam Data,10/04/2014,$70.00
1234589154,OGWRVI,Overage Bill Shock Intl Roam Voice,11/04/2014,$225.00
1234589155,OGWRDI,Overage Bill Shock Intl Roam Data,10/02/2014,$100.00
1234583206,OGWRVI,Overage Bill Shock Intl Roam Voice,23/05/2014,$1.50
1234583206,OGWTI,Overage Bill Shock Intl Roam Text,23/05/2014,$17.40
1234588154,OGWDHS,Overage Bill Shock Data MHSI,28/04/2014,"$1,741.60"
1234590604,OGWDHS,Overage Bill Shock Data MHSI,28/03/2014,$274.00
1234588155,OGWRD,Overage Bill Shock US Roam Data,31/01/2014,$75.00
1234583207,OGWRV,Overage Bill Shock US Roam Voice,21/01/2014,$136.50
1234574869,OGWRDI,Overage Bill Shock Intl Roam Data,21/05/2014,"$3,408.75"
1234575764,OGWRV,Overage Bill Shock US Roam Voice,26/02/2014,$271.65
1234588483,OGWVLD,Overage Bill Shock Vocie LD,11/02/2014,$31.85
1234576106,OGWT,Overage Bill Shock Text,11/02/2014,$91.50
1234576106,OGWT,Overage Bill Shock Text,11/02/2014,$101.50
1234576106,OGWT,Overage Bill Shock Text,11/02/2014,$122.85
1234576106,OGWT,Overage Bill Shock Text,07/05/2014,$3.90
1234574871,OGWDD,Overage Bill Shock Data Device,23/04/2014,$37.50
1234583208,OGWDD,Overage Bill Shock Data Device,18/03/2014,$52.37
1234588484,OGWDD,Overage Bill Shock Data Device,27/06/2014,$88.00
1234580897,OGWDD,Overage Bill Shock Data Device,03/03/2014,$16.17
1234574872,OGWRV,Overage Bill Shock US Roam Voice,03/04/2014,$50.00
1234583209,OGWTUS,Overage Bill Shock US Roam Text,23/04/2014,$5.40
1234580898,OGWT,Overage Bill Shock Text,03/01/2014,$59.10
1234585670,OGWRD,Overage Bill Shock US Roam Data,23/05/2014,$126.65
1234580899,OGWDD,Overage Bill Shock Data Device,11/01/2014,$50.39
1234580900,OGWRD,Overage Bill Shock US Roam Data,01/03/2014,$159.26
1234580900,OGWRD,Overage Bill Shock US Roam Data,24/03/2014,$60.15
1234576108,OGWRV,Overage Bill Shock US Roam Voice,29/01/2014,$3.00
1234576108,OGWVA,Overage Bill Shock Voice Airtime,28/05/2014,$10.00
1234575881,OGWRV,Overage Bill Shock US Roam Voice,11/03/2014,$120.00
1234580902,OGWRD,Overage Bill Shock US Roam Data,11/03/2014,$17.21
1234580902,OGWRV,Overage Bill Shock US Roam Voice,11/03/2014,$37.50
1234583210,OGWRD,Overage Bill Shock US Roam Data,11/03/2014,$11.45
1234585586,OGWT,Overage Bill Shock Text,09/01/2014,$10.40
1234585671,OGWRV,Overage Bill Shock US Roam Voice,30/07/2014,$173.25
1234585671,OGWRV,Overage Bill Shock US Roam Voice,22/07/2014,$134.25
1234576110,OGWRVI,Overage Bill Shock Intl Roam Voice,06/01/2014,$32.50
1234583211,OGWRDI,Overage Bill Shock Intl Roam Data,02/06/2014,$87.35
1234585765,OGWDD,Overage Bill Shock Data Device,30/05/2014,$142.51
1234585672,OGWVLD,Overage Bill Shock Vocie LD,14/05/2014,$186.40
1234585673,OGWDD,Overage Bill Shock Data Device,15/02/2014,$53.92
1234590183,OGWT,Overage Bill Shock Text,22/03/2014,$14.64
1234575884,OGWRVI,Overage Bill Shock Intl Roam Voice,15/04/2014,$125.90
1234574873,OGWRVI,Overage Bill Shock Intl Roam Voice,09/01/2014,$43.00
1234574873,OGWRV,Overage Bill Shock US Roam Voice,02/01/2014,$30.00
1234576111,OGWRDI,Overage Bill Shock Intl Roam Data,07/03/2014,$43.07
1234580905,OGWRV,Overage Bill Shock US Roam Voice,04/02/2014,$64.00
1234580905,OGWRV,Overage Bill Shock US Roam Voice,04/02/2014,$4.00
1234580905,OGWVLD,Overage Bill Shock Vocie LD,30/06/2014,$3.40
1234580906,OGWT,Overage Bill Shock Text,31/07/2014,$9.60
1234580906,OGWRV,Overage Bill Shock US Roam Voice,25/01/2014,$17.25
1234581588,OGWTUS,Overage Bill Shock US Roam Text,07/04/2014,$25.20
1234581589,OGWDD,Overage Bill Shock Data Device,04/02/2014,$26.51
1234574874,OGWRV,Overage Bill Shock US Roam Voice,30/05/2014,$14.00
1234574874,OGWRV,Overage Bill Shock US Roam Voice,20/05/2014,$140.00
1234574875,OGWVA,Overage Bill Shock Voice Airtime,08/01/2014,$134.22
1234581591,OGWRVI,Overage Bill Shock Intl Roam Voice,12/02/2014,$400.00
1234581591,OGWRVI,Overage Bill Shock Intl Roam Voice,12/02/2014,$67.50
1234581591,OGWRDI,Overage Bill Shock Intl Roam Data,12/02/2014,$188.58
1234581591,OGWRDI,Overage Bill Shock Intl Roam Data,12/02/2014,$135.00
